"system.index","X","Y","aadt","cntr","cveh2011_1k","cveh2011_10k","cveh2011_100k","cveh2011_12k","cveh2011_15k","cveh2011_150k","cveh2011_20k","cveh2011_200k","cveh2011_25k","cveh2011_30k","cveh2011_45k","cveh2011_5k","cveh2011_50k","cveh2011_75k","cveh2011_8k","elevation","highway_100","highway_200","highway_300","highway_400","highway_50","highway_500","imd_2012_100","imd_2012_1k","imd_2012_10k","imd_2012_1200","imd_2012_1500","imd_2012_1800","imd_2012_200","imd_2012_2k","imd_2012_2500","imd_2012_300","imd_2012_3500","imd_2012_400","imd_2012_4k","imd_2012_500","imd_2012_5k","imd_2012_600","imd_2012_6k","imd_2012_700","imd_2012_7k","imd_2012_800","imd_2012_8k","lane_10_primary","lane_10_residential","lane_10_unclassified","lane_20_highway","maxv_10_primary","maxv_10_residential","maxv_10_unclassified","maxv_20_highway","method","pcar2011_1k","pcar2011_10k","pcar2011_100k","pcar2011_12k","pcar2011_15k","pcar2011_150k","pcar2011_20k","pcar2011_200k","pcar2011_25k","pcar2011_30k","pcar2011_45k","pcar2011_5k","pcar2011_50k","pcar2011_75k","pcar2011_8k","pop2011","pop2011_1k","pop2011_10k","pop2011_100k","pop2011_12k","pop2011_15k","pop2011_150k","pop2011_20k","pop2011_200k","pop2011_25k","pop2011_30k","pop2011_45k","pop2011_5k","pop2011_50k","pop2011_75k","pop2011_8k","primary_100","primary_200","primary_300","primary_400","primary_50","primary_500","res_2012_100","res_2012_1k","res_2012_10k","res_2012_1200","res_2012_1500","res_2012_1800","res_2012_200","res_2012_2k","res_2012_2500","res_2012_300","res_2012_3500","res_2012_400","res_2012_4k","res_2012_500","res_2012_5k","res_2012_600","res_2012_6k","res_2012_700","res_2012_7k","res_2012_800","res_2012_8k","slope","unclassified_100","unclassified_200","unclassified_300","unclassified_400","unclassified_50","unclassified_500","year",".geo","lane_10_localA","maxv_10_localA","localA_50","localA_100","localA_200","localA_300","localA_400","localA_500","residential_50","residential_100","residential_200","residential_300","residential_400","residential_500","road_tag","area_type"
"000000000000000008ae_0",4711787.5,1628192.5,3162,"IT",894,1899,257242,2731,6806,413380,7755,470058,10928,14116,39394,1572,51725,175412,1864,577,0,0,0,0,0,0,0,27,372,44,75,99,0,109,136,1,167,1,175,3,186,5,211,8,227,13,258,0,0,0,0,0,0,0,0,"Automatic counter",6735,14300,1937068,20570,51255,3112801,58396,3539595,82293,106296,296646,11839,389498,1320880,14038,2431,10776,22881,3099366,32912,82008,4980676,93434,6080003,131670,170074,474635,18943,623198,2113456,22461,0,0,0,0,0,0,0,19,333,37,71,107,0,131,218,0,247,0,247,1,251,2,301,4,333,8,333,5.8806925,0,0,0,0,0,50,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.396214208564503,37.62944072391489]}",2,50,89.70597,354.25499,793.62379,1129.3655,1504.43907,2065.1352,0,0,24.276133,317.8741,563.71674,1120.4712,"localA","urban"
"0000000000000000208f_0",3403377.5,3249902.5,6080,"UK",830,16038,358945,22379,36893,807487,63444,1452572,88417,94681,129989,3941,146194,253427,10203,70,0,0,1217.3054,2188.37,0,2985.775,1,96,2906,123,172,209,4,234,293,9,381,15,476,26,678,36,951,48,1312,66,1878,2,0,1,0,48,0,0,0,"Manual count",6126,118252,2646554,165007,272017,5953717,467784,10710009,651915,698097,958430,29060,1077911,1868555,75232,2315,12401,239378,5357398,334024,550642,12052059,946932,21680181,1319667,1413153,1940143,58827,2182008,3782502,152293,199.14032,444.57965,1356.6996,2251.5312,106.99911,3580.3535,5,222,6164,288,400,500,13,570,714,29,908,48,1119,74,1525,98,2066,124,2859,154,3957,10.442318,65,105,155,205,35,230,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3297478634581044,51.602189295621955]}",0,0,0,0,0,0,0,56.2787075,0,0,217.00407,1010.9827,2134.4675,3577.269,"primary","urban"
"0000000000000000112a_0",3584062.5,3600152.5,388,"UK",1444,52930,203358,61395,77651,492576,90275,1201308,104031,110317,133106,19409,146155,179577,37416,43,0,0,0,0,0,0,3,171,10678,243,379,540,8,641,974,17,1922,27,2424,44,3466,61,4689,80,6151,104,7591,0,1,0,0,0,32,0,0,"Manual count",10650,390265,1499392,452680,572533,3631836,665610,8857410,767041,813389,981412,143108,1077623,1324046,275878,6229,21559,790012,3035208,916358,1158974,7351895,1347390,17943889,1552716,1646537,1986665,289694,2181424,2680257,558459,0,0,0,0,0,0,5,281,15388,377,570,746,13,841,1279,29,2773,48,3513,77,5156,105,6825,136,8470,177,10685,1.2819498,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.561185833102085,54.97372893693324]}",0,0,75.120895,175.33932,734.6904,1161.456,1588.19098,2272.0355,105.91446,440.16138,1812.9664,3862.7812,6923.477,10468.743,"residential","urban"
"00000000000000000c98_0",3596372.5,3315867.5,959,"UK",746,9390,848087,10455,12963,2202891,20491,3159012,31073,47741,142244,3999,168224,441561,6649,102,0,0,0,0,0,0,2,115,2268,139,192,258,7,314,421,14,633,22,796,37,1105,50,1323,65,1471,82,1794,0,1,0,0,0,0,0,0,"Manual count",5504,69236,6253066,77088,95583,16242215,151088,23291822,229109,352001,1048789,29491,1240341,3255691,49026,3595,11143,140155,12658029,156050,193488,32878978,305847,47149438,463784,712554,2123055,59699,2510812,6590469,99244,0,0,0,0,0,0,5,239,3069,299,422,542,13,624,773,29,1096,49,1270,79,1337,108,1446,139,1705,172,2169,1.5457573,0,0,0,0,0,60,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.7078650684941591,52.47095936331221]}",0,0,0,0,0,760.8853,1716.2432,2393.8213,117.35286,511.89548,1550.8813,3507.1636,5384.966,8180.4097,"residential","urban"
"00000000000000000b90_0",3529207.5,3326907.5,138454,"UK",98,28280,796912,44559,78454,2087887,134236,3183377,179297,223302,329440,5260,367626,571396,15727,103,471.68225,2458.7627,4625.452,7237.4736,165.6148,9390.84,1,45,5238,72,121,180,2,225,346,6,724,9,912,12,1374,14,1965,17,2640,23,3381,0,0,0,3,0,0,0,112,"Dependent on a neighbouring counted link",725,208516,5875745,328540,578453,15394272,989744,23471472,1321985,1646435,2429007,38789,2710561,4212982,115963,0,1468,422099,11894221,665061,1170959,31162494,2003532,47513103,2676084,3332866,4917019,78521,5486966,8528305,234743,0,0,0,0,0,0,0,21,8334,55,136,224,0,290,457,0,931,0,1157,0,1811,0,2734,1,3909,4,5207,1.1471856,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.7113628896275486,52.47609934366111]}",0,0,0,0,0,0,306.03174,802.2755,0,0,0,0,0,0,"highway","rural"
"0000000000000000263d_0",3514287.5,3355122.5,675,"UK",903,15367,992089,23142,39697,1758415,72869,2860657,115916,174917,310272,6119,351301,581062,11128,171,251.40173,539.31635,751.2523,947.6647,56.615456,1178.7463,2,103,3092,143,241,332,5,393,512,9,732,16,874,29,1216,38,1483,49,1761,65,2213,0,1,0,0,0,0,0,0,"Manual count",6663,113303,7314809,170635,292694,12965034,537275,21092012,854671,1289688,2287677,45116,2590190,4284250,82048,1538,13488,229360,14807307,345416,592499,26245010,1087603,42696381,1730104,2610705,4630926,91329,5243300,8672571,166091,0,0,0,0,0,0,5,233,5184,317,500,675,13,810,1068,29,1409,49,1584,77,1985,104,2447,132,2933,162,3595,3.4494255,0,0,0,0,0,5,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.997026871394039,52.70398245571801]}",0,0,0,52.46499,276.93529,616.74283,1867.87034,2609.68528,141.36398,315.02386,761.2383,2006.218,3520.4727,6076.9585,"residential","urban"
"00000000000000001df1_0",3578352.5,3603202.5,24111,"UK",1334,39037,204763,45534,63585,500593,88020,1234994,100351,107402,128899,15951,136702,179750,30473,103,204.8443,409.9817,885.9148,1949.7039,101.877304,2517.1912,3,116,7489,165,276,396,7,512,842,13,1635,21,2087,33,2944,42,3949,54,4962,71,5895,0,0,0,2,0,0,0,48,"Manual count",9836,287831,1509749,335732,468827,3690944,648988,9105780,739902,791896,950392,117611,1007923,1325327,224687,3648,19912,582654,3056173,679620,949044,7471547,1313742,18452534,1497778,1603029,1923872,238080,2040331,2682849,454833,0,0,0,105.952415,0,297.08032,5,223,11443,319,521,756,12,936,1407,25,2714,39,3261,61,4392,82,5780,105,7378,138,8874,1.676363,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.657128301734586,54.99249570220803]}",0,0,0,0,0,0,262.83527,507.42383,18.282997,502.61426,1833.7994,3181.4192,5348.916,8082.757,"highway","urban"
"00000000000000002894_0",3358872.5,3443442.5,84,"UK",58,887,50805,1509,2407,509102,3508,1242803,6136,8396,11187,248,14550,23885,632,17,0,0,0,0,0,0,2,21,294,22,25,28,5,33,42,11,90,14,93,17,104,19,129,20,153,21,196,0,1,0,0,0,0,0,0,"Manual count",433,6540,374595,11131,17752,3520636,25870,8837740,45242,61912,82487,1829,107283,176111,4661,669,878,13240,770741,22533,35937,7500605,52370,18373215,91585,125328,166979,3704,217173,356501,9437,85.414314,457.03784,681.21533,926.53406,0,1166.0635,5,54,434,54,54,54,12,54,54,25,66,35,81,46,124,51,153,54,187,54,330,1.4352556,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.517963937485799,53.22857704661282]}",0,0,83.59593,177.04723,275.92828,429.54153,538.62836,538.62836,138.14857,211.299,1182.6646,2904.46,3948.366,4927.5186,"residential","urban"
"000000000000000016f9_0",3610807.5,3209127.5,79091,"UK",2029,137592,1341512,180013,269789,1825300,406871,2450166,532684,619645,799550,34375,857622,1098017,92192,31,530.9916,1290.2329,2160.5166,3313.5293,209.08176,4316.8477,3,199,13684,279,444,659,7,839,1227,17,2092,31,2559,51,3871,69,5602,93,7517,126,9318,0,0,0,3,0,0,0,80,"Manual count",14967,1014487,9891148,1327260,1989195,13458189,2999921,17885288,3927556,4568728,5895192,253452,6323363,8095833,679750,4799,30298,2053619,20022568,2686763,4026712,27243298,6072716,36220811,7950520,9248438,11933588,513062,12800331,16388326,1376013,0,0,0,326.0086,0,797.28064,0,140,23400,224,405,543,0,651,1092,2,2527,9,3399,20,5549,33,8430,50,11849,71,15165,1.5453511,0,0,85,190,0,385,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.2758981897728935,51.54175830516525]}",0,0,0,160.8247,596.0504,866.4336,1434.7784,1651.4988,0,0,47.566948,168.91328,530.1448,1870.1285,"highway","urban"
"00000000000000000710_0",3482927.5,2364417.5,6709,"FR",15,5223,172916,5725,6546,461692,8005,735923,10522,12773,20924,2423,25266,78968,4662,94,0,0,0,0,0,0,0,0,1191,1,6,8,0,9,19,0,125,0,198,0,364,0,654,0,890,0,1057,2,0,0,0,90,0,0,0,"Automatic counter",72,25228,835184,27652,31618,2186454,38664,3440229,50824,61697,101064,11703,122037,381417,22517,45,150,52233,1729161,57251,65463,4521586,80051,7131133,105226,127739,209243,24231,252665,789684,46620,198.98412,405.58044,592.7714,801.667,93.59549,1022.4606,0,6,2402,17,40,47,0,52,127,0,467,0,634,0,971,0,1376,0,1719,0,1964,2.087195,0,0,5,120,0,215,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.4386683209665106,43.862817895011474]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"primary","rural"
"00000000000000001df6_0",3551877.5,3186717.5,54738,"UK",644,9449,1242226,10651,13774,1866312,24937,2437375,63394,83167,177193,6609,236209,773448,8321,82,445.24826,1062.9657,2358.6704,4043.9585,214.42453,4936.5464,1,73,1551,108,186,264,2,325,483,5,757,10,877,18,1022,24,1113,31,1210,40,1339,0,0,0,3,0,0,0,80,"Manual count",4755,69672,9159105,78532,101564,13760575,183868,17897319,467415,613207,1306472,48730,1741607,5702742,61354,2233,9626,141037,18540699,158973,205596,27855416,372204,36235851,946185,1241310,2644681,98645,3525521,11544014,124200,0,0,188.67285,942.98724,0,1523.0836,5,170,3484,226,367,548,12,686,1048,23,1557,37,1858,55,2264,74,2556,93,2817,113,3116,1.9258676,0,45,105,105,0,110,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.068330772961281,51.26560977739993]}",0,0,0,0,0,254.89209,539.32214,969.7927,35.739098,168.88474,988.33386,1799.5559,2479.497,3422.3652,"highway","urban"
"000000000000000001ab_0",4364267.5,2810762.5,51867,"DE",52,1069,278002,1634,3139,631433,6907,1024735,19664,27726,51762,258,61721,145927,761,462,384.69534,785.2887,1180.3743,1594.6372,152.17365,2010.916,1,35,714,49,77,98,3,111,125,5,152,8,167,11,209,15,262,18,366,23,520,0,0,0,3,0,0,0,130,"Automatic counter",742,15034,3905969,22967,44120,8677307,97067,13690165,276339,389625,727406,3631,867352,2050669,10704,173,1390,28154,7313782,43010,82622,16204350,181775,25531213,517489,729636,1362184,6801,1624255,3840205,20045,0,0,0,0,0,0,0,25,1518,48,90,130,0,156,192,0,275,0,311,0,387,2,539,4,796,7,1132,2.5617826,0,35,170,215,0,265,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.584188126442799,48.40879298576391]}",0,0,0,0,80.31051,729.86713,1395.0485,1830.8476,0,10.193678,278.36374,655.0548,803.4265,1187.8644,"highway","rural"
"00000000000000001fb5_0",3464037.5,3418097.5,27450,"UK",898,10849,793056,15434,20683,1373374,37884,1927827,73238,119249,210451,6258,258563,519116,7568,20,178.99814,396.28653,628.93066,1108.8812,112.533905,1690.8994,0,102,2744,139,213,313,0,399,621,3,1007,7,1123,15,1280,26,1489,40,1667,60,1829,0,0,0,2,0,0,0,48,"Manual count",6624,79992,5847308,113797,152503,10126075,279327,14214127,539996,879238,1551683,46147,1906427,3827516,55803,1495,13410,161928,11836657,230359,308712,20500001,565440,28857831,1093111,1779836,3141060,93417,3859164,7748010,112962,0,0,0,181.97986,0,332.02722,5,242,3710,329,456,571,12,689,1057,25,1768,40,2000,63,2154,87,2350,115,2515,152,2586,4.3402767,0,0,0,30,0,40,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.8962865151950163,53.18320699162326]}",0,0,0,0,0,41.06837,619.49255,1055.4224,0,0,267.33197,1226.5227,2488.5356,3774.483,"highway","urban"
"00000000000000001aef_0",3467427.5,3196792.5,4248,"UK",113,5786,529665,7245,11397,1330655,22672,2258491,29823,45843,113997,2034,134304,332357,3797,90,0,0,0,0,0,245.92824,0,16,1034,31,63,85,0,106,162,0,295,0,325,0,343,0,375,2,484,5,700,2,0,0,0,96,0,0,0,"Manual count",835,42662,3905294,53424,84037,9811101,167167,16614556,219890,338007,840520,15004,990241,2450514,27997,25,1691,86361,7905454,108146,170116,19860530,338395,33635998,445122,684226,1701459,30373,2004538,4960556,56675,200.97672,378.40515,589.8849,798.7167,121.74023,1024.81,0,42,2033,78,153,216,0,264,395,0,625,0,684,0,710,2,792,6,960,14,1408,2.5947256,0,0,0,0,0,170,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.2878219498614425,51.23389147784868]}",0,0,0,0,0,0,0,228.9502,0,0,0,0,0,0,"primary","rural"
"00000000000000000f73_0",3612062.5,3230357.5,91,"UK",414,21729,1280260,33881,55073,1980176,134304,2516359,252752,383043,737722,7474,803785,1099731,12411,84,331.58875,878.9208,1290.9126,1730.8514,39.217785,2145.6501,0,42,3070,62,100,130,1,161,252,3,505,5,634,7,902,11,1176,15,1410,24,1718,0,1,0,0,0,0,0,0,"Manual count",3053,160211,9439533,249812,406062,14600105,990243,18433425,1863577,2824228,5439329,55111,5926420,8108465,91508,434,6181,324315,19108367,505693,821989,29554869,2004542,37325138,3772424,5717062,11010789,111562,11996802,16413898,185240,20.561111,462.7017,791.5261,1108.954,0,1440.4143,2,120,7128,178,274,363,5,431,657,12,1233,21,1616,28,2405,39,2996,52,3451,71,4227,1.0344476,0,0,5,70,0,70,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.30101665640212844,51.73196791403256]}",0,0,0,0,55.663433,239.89374,361.78436,467.53366,92.84031,159.84027,314.81644,679.36084,1378.0854,2211.827,"residential","urban"
"0000000000000000226c_0",3526947.5,3375127.5,16211,"UK",639,2350,1167440,2961,5636,1682763,21271,2651312,47941,82312,232949,1141,333761,750035,1757,82,394.88797,823.0384,1373.5347,1671.9268,202.53671,2125.3071,3,97,553,116,144,164,9,176,192,20,227,31,242,46,263,57,332,67,394,78,438,0,0,1,2,0,0,0,64,"Manual count",4718,17333,8607696,21832,41559,12407244,156837,19548485,353480,606899,1717565,8412,2460870,5530114,12958,2704,9551,35088,17424487,44196,84129,25115879,317484,39571833,715547,1228542,3476853,17030,4981519,11194563,26232,0,334.01352,500.07156,765.6145,0,1067.6289,5,169,559,208,266,304,13,325,368,29,386,45,386,69,386,88,404,106,423,126,458,2.1844003,110,300,410,550,50,550,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.8603537371110912,52.89956415608528]}",0,0,0,0,0,0,56.07596,156.30812,0,37.424583,308.9232,794.12195,2549.6118,4061.556,"highway","urban"
"00000000000000002b01_0",3579757.5,3243602.5,955,"UK",1380,8563,1335285,9779,13809,2193030,27037,2679597,53612,92284,280508,5634,374098,982028,6753,91,0,0,0,425.39096,0,1172.9452,1,108,1277,156,228,295,3,341,460,6,651,11,717,22,814,32,929,44,988,60,1025,0,1,0,0,0,0,0,0,"Manual count",10178,63136,9845238,72105,101820,16169509,199351,19756489,395289,680425,2068227,41547,2758281,7240624,49793,3806,20604,127806,19929632,145963,206114,32731801,403545,39992942,800181,1377379,4186695,84104,5583566,14657135,100796,0,0,0,0,0,0,5,307,2761,412,562,698,13,803,1091,29,1427,49,1506,81,1634,113,1853,149,1963,197,2032,0.86135143,0,0,0,0,0,10,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.7925477369517961,51.80769841575562]}",0,0,107.21411,188.07787,386.59973,594.0069,1299.1649,1961.487,117.62058,336.59973,1136.4835,2033.1458,3756.7139,6738.867,"residential","urban"
"00000000000000001362_0",3467322.5,3489132.5,863,"UK",1869,16319,631840,19109,20579,1068947,26441,1670521,40790,56292,140089,10187,202025,440650,14699,23,0,0,0,0,0,0,3,249,3472,326,452,577,10,680,919,24,1371,42,1601,70,1977,98,2253,126,2633,161,3038,0,1,0,0,0,0,0,0,"Manual count",13785,120327,4658646,140899,151732,7881494,194953,12316982,300752,415054,1032898,75111,1489564,3248975,108384,8231,27906,243578,9433660,285221,307151,16038736,394642,25017455,608811,840191,2090887,152048,3015312,6576874,219401,0,0,200.12302,628.47363,0,1495.4259,5,293,5402,391,578,768,13,918,1304,29,2063,49,2472,81,3043,113,3512,146,4162,189,4776,0.57486135,0,0,0,10,0,115,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.040410641034864,53.81496098428015]}",0,0,0,27.507254,354.77676,956.581821,1784.1777,2871.1122,104.27446,386.99582,1626.2589,3521.1938,6383.843,9987.625,"residential","urban"
"00000000000000000d9c_0",3604567.5,3197112.5,8981,"UK",1565,77867,1350924,113991,189257,1771466,319165,2456737,455787,563302,787683,21058,830026,1103589,46895,11,0,0,0,0,0,0,2,116,9441,142,190,251,6,312,502,16,1109,27,1425,44,2190,57,3178,70,4393,85,5815,0,0,0,0,0,0,0,0,"Manual count",11541,574130,9960544,840475,1395423,13061223,2353252,17891136,3360583,4153306,5807699,155269,6119895,8136914,345763,7512,23363,1162207,20163046,1701367,2824744,26439727,4763670,36236379,6802801,8407504,11756477,314311,12388452,16471486,699926,139.41177,445.42047,680.10706,939.99695,0,2081.5137,5,251,17774,321,452,615,13,759,1208,29,2455,49,3136,79,4741,106,6870,134,9173,170,11748,0,0,0,0,30,0,250,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.34065914831611604,51.42710897632397]}",2,32,81.42287,220.92851,482.77313,1115.4897,1465.2966,1842.468785,0,91.76316,1050.5061,2671.2861,4972.8867,7241.028,"localA","urban"
"000000000000000012d7_0",3512977.5,3438207.5,12590,"UK",2676,76955,1029194,93522,116796,1505826,154168,1883145,190220,214445,362842,25941,458810,774237,53873,38,0,0,0,0,0,0,2,148,12142,194,289,414,6,520,806,15,1581,24,2053,39,3376,53,4944,72,6674,96,8519,0,0,0,0,0,0,0,0,"Manual count",19732,567405,7588386,689552,861155,11102663,1136708,13884687,1402520,1581134,2675288,191270,3382873,5708553,397216,7996,39945,1148594,15361107,1395855,1743230,22475027,2301029,28190948,2839111,3200678,5415564,387188,6847922,11555777,804082,0,0,0,0,0,0,5,306,20012,418,644,888,13,1090,1649,29,3072,49,3896,81,5648,113,7947,149,10400,196,13659,0.6418488,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.2241941006645463,53.43662999202773]}",2,48,94.55278,333.82087,785.64053,1184.27034,2041.8977,2930.3919,0,242.34363,1212.856,3481.5376,6239.3403,10167.605,"localA","urban"
"000000000000000010cd_0",3606302.5,3191157.5,442,"UK",1650,64452,1328559,91190,160431,1720570,282265,2421258,417785,538663,776802,17404,831346,1097346,37341,35,0,1191.423,2391.713,3614.0208,0,4595.41,3,117,7086,166,254,349,7,426,613,13,981,20,1289,30,1968,42,2672,55,3468,71,4403,0,1,0,0,0,0,0,0,"Manual count",12168,475215,9795644,672356,1182881,12684400,2081182,17593687,3080387,3971639,5727472,128325,6129626,8090886,275321,5948,24632,961975,19829239,1361045,2394496,25677064,4212920,35637395,6235602,8039756,11594074,259768,12408150,16378312,557331,192.78053,313.18658,421.12326,529.6779,61.933727,611.0773,5,243,17400,334,514,735,13,921,1404,26,2338,41,3037,64,4626,88,6469,116,8652,155,11100,1.5450294,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.3039007941947153,51.37639943260642]}",0,0,0,0,0,0,16.06746,600.3863,79.27078,311.02277,932.57227,2352.4128,4274.977,6213.5225,"residential","urban"
"00000000000000000c7a_0",3645207.5,3364352.5,779,"UK",12,4062,479642,4601,5487,1379748,8897,2730495,13754,17698,56879,2124,71929,168842,3695,5,0,0,225.03441,575.0586,0,825.0755,0,3,1048,5,10,18,0,26,57,1,117,2,193,2,462,2,716,2,870,3,953,0,0,0,0,0,0,0,0,"Manual count",93,29954,3536470,33925,40458,10173067,65599,20132308,101414,130490,419380,15664,530349,1244901,27247,59,189,60637,7158847,68676,81899,20593255,132793,40753660,205293,264151,848948,31709,1073581,2520044,55156,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,101,0,272,0,755,0,1061,0,1302,0,1408,0.2869922,0,0,65,130,0,205,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.09458478385468885,52.96413932115441]}",2,48,125.5444,209.61208,376.63382,577.5247,778.5249,1005.0762,0,0,0,0,0,0,"localA","rural"
"00000000000000001bad_0",3518127.5,3328217.5,32043,"UK",1386,84209,771710,97264,119923,1941142,159372,3117576,203718,241509,311390,28164,334843,554694,61080,115,495.56235,1580.7278,2308.4126,3070.1487,187.84265,3982.3152,3,228,12580,319,517,720,8,891,1352,20,2373,34,2894,56,4148,78,5636,106,7256,142,8983,0,0,0,2,0,0,0,48,"Manual count",10221,620884,5689924,717140,884208,14312307,1175072,22986313,1502047,1780683,2295927,207661,2468842,4089836,450354,3425,20692,1256852,11518066,1451702,1789896,28972283,2378690,46530999,3040581,3604622,4647626,420368,4997657,8279021,911649,0,0,0,0,0,0,5,208,22636,294,471,682,12,873,1423,24,2848,40,3745,63,6069,82,9060,103,12283,133,15851,2.44946,0,20,130,285,0,520,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.8757227291207044,52.47160680517465]}",0,0,0,0,290.39362,1508.3162,2276.6995,2879.2138,9.281233,89.58571,605.0005,1734.0529,3424.5781,5956.8213,"highway","urban"
"0000000000000000271a_0",3688712.5,3276362.5,1211,"UK",660,4387,726599,4919,6113,1478417,10744,2263369,20111,26289,84387,3088,98332,245479,3769,51,0,0,0,0,0,0,1,60,678,76,115,160,3,198,314,6,459,8,493,13,524,20,555,28,594,40,628,0,1,0,0,0,48,0,0,"Manual count",4870,32346,5357318,36272,45077,10900573,79220,16512322,148282,193833,622201,22775,725019,1809951,27791,1411,9859,65479,10844774,73427,91249,22065939,160366,33444276,300168,392375,1259518,46104,1467650,3663869,56259,0,0,0,381.1006,0,684.0704,5,207,1603,251,345,458,11,532,740,22,1065,34,1117,53,1194,80,1296,110,1399,147,1491,3.2058694,0,0,35,60,0,85,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.7162154650453291,52.233473817946496]}",0,0,0,0,365.6983,800.8963,1205.5098,1652.3203,201.01471,551.1475,1256.8718,2005.7416,2922.7578,4485.9873,"residential","urban"
"000000000000000013e1_0",3521547.5,3452202.5,1370,"UK",688,40269,969500,54082,80619,1520166,130287,1842893,185363,229117,405450,13536,476457,766040,29385,160,0,0,0,0,0,0,2,65,6145,88,125,190,5,242,439,11,994,18,1416,29,2320,38,3222,45,3948,51,4571,0,1,0,0,0,0,0,0,"Manual count",5072,296914,7148256,398756,594417,11208388,960629,13587902,1366713,1689315,2989438,99802,3512981,5648121,216661,3309,10269,601041,14470154,807200,1203275,22689046,1944595,27590168,2766626,3419667,6051494,202030,7111299,11433444,438586,0,0,367.0476,654.246,0,890.3916,5,168,11796,211,294,413,13,533,823,29,1718,49,2417,76,4032,94,5639,112,7197,128,8570,1.4345385,0,0,0,0,0,30,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.1323416266586763,53.573223093618445]}",0,0,0,0,0,0,0,184.81227,133.89168,517.02966,1894.1387,4103.8936,7307.977,9699.628,"residential","urban"
"000000000000000016d2_0",3462992.5,3753397.5,22722,"UK",15,7397,277983,8105,11704,308082,17834,448429,25596,36164,148278,3786,189735,253551,6579,5,0,0,0,0,0,0,0,9,1920,16,29,49,0,70,160,0,531,1,705,2,973,2,1245,2,1504,3,1718,2,0,0,0,96,0,0,0,"Manual count",117,54545,2049610,59763,86295,2271530,131496,3306329,188729,266649,1093278,27918,1398942,1869470,48514,36,237,110417,4149061,120978,174687,4598291,266187,6695453,382043,539776,2213115,56515,2831868,3784353,98208,286.54895,560.5021,836.8154,1138.6488,158.60876,1601.3678,0,0,3131,0,0,5,0,15,84,0,548,0,879,0,1436,0,1956,0,2335,0,2767,0.8625238,60,120,160,220,5,430,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.890408863765267,56.134526151643556]}",0,0,0,0,0,0,0,0,0,61.007313,127.890915,127.890915,127.890915,127.890915,"primary","rural"
"000000000000000010c2_0",3408777.5,3697842.5,716,"UK",88,8991,232322,11946,14711,372816,19291,506544,22072,25583,109157,775,130458,168124,4697,90,0,0,0,80.121445,0,1155.4489,1,18,2416,19,23,25,4,26,31,8,53,10,81,13,228,14,556,15,1018,16,1467,0,0,0,0,0,0,0,0,"Manual count",656,66295,1712944,88082,108469,2748824,142237,3728064,162746,188631,804835,5717,961885,1239604,34638,531,1328,134201,3467499,178305,219573,5590587,287930,7634327,329446,381846,1629222,11573,1947136,2509321,70119,0,0,0,0,0,0,5,48,3574,48,48,48,12,48,48,23,67,34,108,45,279,48,748,48,1437,48,2021,1.4374621,0,10,215,370,0,630,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.561018570637174,55.55073083998926]}",2,48,82.11077,184.31833,409.4157,658.93066,860.48193,1089.3353,0,121.148575,786.4986,1999.6726,3054.1516,4008.9473,"localA","urban"
